SKU,Composite Item Name,Status,Combo Type,Mapped Item Name,Mapped Item SKU,Mapped Quantity
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_BKGR,Feels Like Home Comfort Pack - Black Gray,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Graphite Slate Twin XL Reversible Comforter,CMFT_TXL_ST_BLKGRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_BKGR_MEM,Feels Like Home Comfort Pack - Black Gray - Memory Foam,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Black Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_BLKPLD-O,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_PDBK,Feels Like Home Comfort Pack - Black Plaid,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Black Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_BLKPLD-O,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_PDBK_MEM,Feels Like Home Comfort Pack - Black Plaid - Memory Foam,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Blush Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_BLSHPLD,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Blush 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLSH,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,White 6-piece towel set,6PCTWLST_WHT,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Twin XL White Micro Plush Blanket,PLSHBLNKT_TXL_WHT-O,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_PDLP,Feels Like Home Comfort Pack - Blush Plaid,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Blush Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_BLSHPLD,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Blush 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLSH,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,White 6-piece towel set,6PCTWLST_WHT,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Twin XL White Micro Plush Blanket,PLSHBLNKT_TXL_WHT-O,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_PDLP_MEM,Feels Like Home Comfort Pack - Blush Plaid - Memory Foam,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Carter Stripe Twin XL Reversible Comforter,CMFT_TXL_ST_CRTRSTRPGRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_CTGR,Feels Like Home Comfort Pack - Carter Stripe Gray,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Carter Stripe Twin XL Reversible Comforter,CMFT_TXL_ST_CRTRSTRPGRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_CTGR_MEM,Feels Like Home Comfort Pack - Carter Stripe Gray - Memory Foam,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Emerald Sand Twin XL Reversible Comforter,CMFT_TXL_ST_EMRDSND,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Emerald (Greenbriar) 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_EMRD,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Sand (Eucalyptus) 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SAND,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_EMSD,Feels Like Home Comfort Pack - Emerald Sand,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Emerald Sand Twin XL Reversible Comforter,CMFT_TXL_ST_EMRDSND,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Emerald (Greenbriar) 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_EMRD,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Sand (Eucalyptus) 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SAND,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_EMSD_MEM,Feels Like Home Comfort Pack - Emerald Sand - Memory Foam,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Eyelash (Juliette) White Twin XL Comforter,CMFT_TXL_PR_FRNGWHT-D,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,White 6-piece towel set,6PCTWLST_WHT,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Twin XL White Micro Plush Blanket,PLSHBLNKT_TXL_WHT-O,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Hanging Fabric Shelves,HNGSHLVS_GRY,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Over-the-Door Shoe Organizer,OTDSHORG_GRY,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Underbed Storage Bag,UBSTGBAG_GRY,2.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Desk Fan,DESKFAN_WHT,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Clip Light,CLIPLGHT_WHT,1.0
PKG_HME_ELWH,Feels Like Home Comfort Pack - Eyelash White,active,Assembly,Moving Bag,MVNGBAGHNDL_CLR,1.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Eyelash (Juliette) White Twin XL Comforter,CMFT_TXL_PR_FRNGWHT-D,1.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,White 6-piece towel set,6PCTWLST_WHT,1.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_HME_ELWH_MEM,Feels Like Home Comfort Pack - Eyelash White - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
